,source,video_id,post_date_utc,description,text_language,category_type,is_aigc,aigc_description,collected,is_reviewing,likes,comments,shares,views,author_follower_count,author_following_count,author_total_likes,author_video_count
117,TikTok,7573943913917009183,2015-01-21T09:50:46.236000+00:00,WE NOW HAVE THE MALE VICTIMS SIDE OF THE STORY! #fyp #news#oliviahenderson #doordash #update,en,120,False,,False,False,772,23,17,115900,10600,0,109900,210
118,TikTok,7573122322249338126,2015-01-21T09:47:34.944000+00:00,Replying to @riverbrian #themanicuredmom #doordashgirl #oliviahendersen #falseallegationsruinlives #toxicwomenbelike ,un,114,False,,False,False,29700,1918,1953,1200000,260000,3374,4800000,2230
119,TikTok,7573572420846570807,2015-01-21T09:49:19.741000+00:00,Olivia Henderson aka DoorDash girl has been arrested #viralvideo #trending #fyp #foryoupage,en,114,False,,False,False,4897,259,922,514600,9272,0,5651,14
120,TikTok,7576357354002779422,2015-01-21T10:00:08.159000+00:00,"it’s getting weird. I’m telling yall since the Amber Heard trial it’s been downhill. that smear campaign really did a number on the public.  and especially after the recent smear campaign against Olivia Henderson too. this is getting insanely scary, this behavior against victims is not normal. #kierabreaugh #abuseawareness ",en,114,False,,False,False,1113,56,7,29200,13100,2091,2200000,1514
121,TikTok,7599094393164795149,2015-01-21T11:28:22.038000+00:00,,un,110,False,,False,False,274,13,0,2795,773,795,4771,16
122,TikTok,6961515893587184902,2015-01-19T18:14:14.226000+00:00,I thought since it’s almost summer I’d show you guys my aesthetic video making skills! 😁📀💅🌸🌷🦩🌺💿✨ #oliviahendersonisaqueen,en,120,False,,False,False,46,5,0,306,211,68,1229,28
123,TikTok,7601646342187846967,2015-01-21T11:38:16.210000+00:00,,un,112,False,,False,False,792,37,18,4860,217900,67,7900000,3471
124,TikTok,6848030979848752390,2015-01-19T10:53:51.460000+00:00,😍 #Harrypotter #snape,un,120,False,,False,False,6,1,0,94,83,61,638,14
125,TikTok,7573433433574083871,2015-01-21T09:48:47.381000+00:00,crazy#viral #fypシ #doordash #foryoupage #trending ,en,114,False,,False,False,88,9,1,1751,11500,53,2200000,411
126,TikTok,7573549315822521613,2015-01-21T09:49:14.361000+00:00,Replying to @ghettoasskorean #themanicuredmom #doordashgirl #oliviahendersen #falseallegationsruinlives #idontbelieveallwomen ,un,114,False,,False,False,3697,382,74,290800,260000,3374,4800000,2230
127,TikTok,7573498104100506911,2015-01-21T09:49:02.438000+00:00,@aurajunkie #doordashgirl ##doordashdriver #OliviaHenderson ,un,120,False,,False,False,10,5,9,2824,4466,1080,7827,213
128,TikTok,7582585280918572318,2015-01-21T10:24:18.211000+00:00,The infamous DoorDash driver who posted a customer naked on social media had her first court date #doordashgirl #oliviahenderson #viral #fyp #greenscreen ,en,114,False,,False,False,328,12,15,16200,18100,6,448400,143
129,TikTok,7573920440243031351,2015-01-21T09:50:40.771000+00:00,WE NOW HAVE THE MALE VICTIMS SIDE OF THE STORY! #fyp #news #oliviahenderson #doordash #update,en,114,False,,False,False,1387,76,84,143200,12500,0,42600,42
130,TikTok,7574605130046164254,2015-01-21T09:53:20.187000+00:00,Weeeellllll 😮‍💨 I’m pretty sure she not coming back to TikTok lol 😂 however I hope she do. I’d like to hear what she has to say about it 😁 #fyp #doordash #arrested ,en,114,False,,False,False,72,7,1,1008,62800,871,1600000,1222
131,TikTok,7591774242346257677,2015-01-21T10:59:57.683000+00:00,"Police have now confirmed new details in the Olivia Henderson / “DoorDash girl” case and it changes everything. Authorities say her story did not align with the evidence, there is no evidence of a sexual assault, and that Ring camera footage reportedly shows she opened the door herself. Police also say there is no evidence the man invited her inside, and even her own TikTok video admitted the instructions said to leave the food at the door, not enter the home. We didn’t “switch up.” We didn’t jump on a bandwagon. We noticed inconsistencies from the very beginning and got attacked for it. Now the police are backing what many of us said all along. #fyp #doordash #commentary #tiktoknews #drama",en,114,False,,False,False,52,3,0,4132,10400,0,9276,182
132,TikTok,7573133369022713102,2015-01-21T09:47:37.516000+00:00,Olivia Henderson aka doordash girl has been arrested #fyp#arrested #tiktokdrama #breakingnews #doordashgirl ,en,114,False,,False,False,396,24,54,71100,23100,0,142800,182
133,TikTok,7529578501175921975,2015-01-21T06:58:36.608000+00:00,BTR IRL Tour outfit reveal 💙 #fypツ #bigtimerush #bigtimerushinreallifewoldwidetour #btrtour2025 #bandanaman @Big Time Rush @Carlos & Alexa @Logan Henderson @Kendall Schmidt @JAMES MASLOW ,en,109,False,,False,False,209,3,18,7627,1898,1340,20400,240
134,TikTok,7574808390975737101,2015-01-21T09:54:07.513000+00:00,Replying to @b6356045 #themanicuredmom #doordashgirl #oliviahendersen #falseallegationsruinlives #toxicwomenbelike ,un,114,False,,False,False,2046,118,19,40400,260000,3374,4800000,2230
135,TikTok,7083973282248068398,2015-01-20T02:09:26.058000+00:00,Reply to @venusblack000,en,120,False,,False,False,81,9,1,1874,6515,5230,76500,1143
136,TikTok,7573121775148600589,2015-01-21T09:47:34.817000+00:00,DoorDash girl UPDATE #doordashgirl #doordashgirlupdate #chismestiktok #chismesito ,en,105,False,,False,False,16700,708,618,483800,712300,5908,30600000,4316
137,TikTok,7595800010357247245,2015-01-21T11:15:35.005000+00:00,Fake #doordash victim?? Yup lets talk about #oliviahenderson and her fake victim outcry! #truecrime #truecrimetok #letstalkaboutit ,en,114,False,,False,False,6,0,0,211,153,43,813,35
138,TikTok,7009422799475346693,2015-01-19T21:20:08.422000+00:00,,un,120,False,,False,False,89,0,1,755,114,212,479,9
139,TikTok,7573717796299820318,2015-01-21T09:49:53.589000+00:00,Doordash girl was arrested Aka Livie Henderson. This is the last video I'm making on this subject. Trolls will be blocked.,en,114,False,,False,False,130,0,2,3388,30100,1656,2000000,2217
140,TikTok,7581419188342770974,2015-01-21T10:19:46.709000+00:00,Here’s what happened at DoorDash Girls Arraignment #viralvideo #foryoupage #attorneylife #doordash #doordashgirl,en,114,False,,False,False,423,13,8,39600,10100,0,29300,79
141,TikTok,7596652548082257165,2015-01-21T11:18:53.502000+00:00,The Secret Lives Of Mormon Wives coming to @hulu 9/6 @secretlivesonhulu 👀😜 #thesecretlivesofmormonwives ,en,109,False,,False,False,55,0,0,920,57,0,7277,49
142,TikTok,7600163761520938270,2015-01-21T11:32:31.020000+00:00,"ood evening. Here’s what we know so far about the stabbing incident that took place at Billings Senior High School in Billings, Montana on January 13, 2026. � Q2 News (KTVQ) At about 4:23 p.m. on Tuesday, a teacher and a student were injured in a stabbing incident inside the school building shortly after regular classes had ended. � Q2 News (KTVQ) According to school officials, the teacher — a math teacher identified as Jason Rader — suffered a non-life-threatening stab wound and was taken to a local hospital for treatment. � Q2 News (KTVQ) The student involved was also injured and taken to the hospital, and authorities have said that both individuals are expected to recover. � Q2 News (KTVQ) Staff at the school immediately alerted 911, and the building was placed in lockdown while first responders and law enforcement arrived. � Q2 News (KTVQ) Because this is an active police investigation, the District and law enforcement have not released many details about what led up to the incident. Officials have asked for patience as they work through that process. � Q2 News (KTVQ) The school canceled classes and extracurricular activities the following day and brought in counselors and crisis support teams to help students and staff cope with the event. � Q2 News (KTVQ) There has been a lot of speculation on social media about possible reasons for the stabbing, including rumors about a personal relationship between the student and the teacher. So far, school and police officials have not confirmed any of those claims, and authorities continue to stress that the investigation is ongoing. � Q2 News (KTVQ) People in the community have held fundraisers and events to support the teacher and the school as they recover from this incident. � Q2 News (KTVQ) That’s the latest verified information. If new details are released by law enforcement or the Billings Public Schools District, we’ll update this accordingly **for educational and entertainment purposes only**  #loganlear #kaylielear #jasonrader #billingsmontana #news ",en,114,False,,False,False,115,7,4,11400,29300,760,466700,1672
143,TikTok,7574587597104631054,2015-01-21T09:53:16.105000+00:00,Replying to @rainingtreespls #oliviahenderson #doordashgirl #doordashlady #fyp #arrested ,un,114,False,,False,False,286,134,5,7280,691,2811,823,10
144,TikTok,7574187130134547742,2015-01-21T09:51:42.864000+00:00,"Replying to @happyhippie310 #doordash #dasher #oliviahenderson  #fyp #doordashgirl  If you’re going to come at me make sure you know who you’re talking to first. 😮‍💨 she screamed SA, when there was no threat to her, my question remains IF the roles were reversed would you still be defending the door dasher? 🤦‍♀️ BYE. ",en,114,False,,False,False,161,18,1,3770,9708,7798,118800,893
145,TikTok,7574064147692784927,2015-01-21T09:51:14.230000+00:00,Why do you think DoorDash girl failed to tell the police about this? #ForYouPage #Attorneylife #doordash #doordashdriver #truecrimetiktok ,en,114,False,,False,False,8334,665,166,134400,240900,958,1400000,1339
146,TikTok,7582285318322261262,2015-01-21T10:23:08.371000+00:00,Court is in session #doordash #doordashgirl #oliviahenderson ,en,114,False,,False,False,2109,248,37,39000,80600,5,2600000,256
147,TikTok,7574100177879895326,2015-01-21T09:51:22.619000+00:00,WE NOW HAVE THE MALE VICTIMS SIDE OF THE STORY! #fyp #news #oliviahenderson #doordash #update ,en,114,False,,False,False,26,4,0,2096,10100,0,28100,52
148,TikTok,7573143971040365837,2015-01-21T09:47:39.985000+00:00,Olivia Henderson AKA DoorDash Girl has been ARRESTED! 11/15 #fyp #news #breakingnews #truecrime #doordash,en,114,False,,False,False,4839,251,295,260800,11900,1,284400,165
149,TikTok,7582431283586878733,2015-01-21T10:23:42.356000+00:00,"Livvie Rose Henderson, a #DoorDash driver, went #viral after filming a naked, unconscious man during an October 12, 2025 #delivery and posting it online while claiming he exposed himself. Police later said the man was incapacitated and not acting intentionally, and Henderson was arrested on November 10 for unlawful surveillance and sharing the footage. She was #fired from DoorDash, and the case sparked debate over privacy, safety, and social media posting during deliveries. 👀‼️  Via 🔌:  WSYR 9 #theauxtalk       ",en,114,False,,False,False,13,4,2,1979,3960,1,689900,494
150,TikTok,6888855083052698886,2015-01-19T13:32:16.563000+00:00,,un,120,False,,False,False,4,2,0,136,70,66,48,8
151,TikTok,7589566749205417247,2015-01-21T10:51:23.711000+00:00,Olivia Henderson AKA DoorDash Girl has been  ARRESTED! 11/15 #fyp #news #breakingnews #truecrime #doordash,en,114,False,,False,False,104,2,2,1082,10600,0,7112,203
152,TikTok,7601367692624399647,2015-01-21T11:37:11.332000+00:00,JOiN #fyp #viral #makemefamous #xyzbca #xybca ,en,120,False,,False,False,107,141,29,1336,213,162,1021,8
153,TikTok,6961432719423311110,2015-01-19T18:13:54.860000+00:00,"I’m a bad bleep and you know it 🙄LETS BEAT THE EMMA TAG AND START MY OWN, IF YOUR ON MY SIDE USE MY TAG! #oliviahendersonisaqueen",en,120,False,,False,False,34,5,0,271,211,68,1229,28
154,TikTok,7412075513369414943,2015-01-20T23:22:38.312000+00:00,,un,110,False,,False,False,3,1,0,70,111,1947,75,22
155,TikTok,6973444172938333446,2015-01-19T19:00:31.495000+00:00,anybody know what’s wrong with my dog,en,120,False,,False,False,10,6,0,180,70,66,48,8
156,TikTok,7582786084623404318,2015-01-21T10:25:04.964000+00:00,Olivia Henderson door dash girl ,en,105,False,,False,False,23,4,0,1149,11200,1657,561800,1549
157,TikTok,7573151931896483102,2015-01-21T09:47:41.838000+00:00,Olivia Henderson AKA DoorDash Girl has been ARRESTED! 1115 #fyp #news #breakingnews #truecrime #doordash,en,114,False,,False,False,2424,174,580,340800,9995,0,21800,36
158,TikTok,7566522190095486230,2015-01-21T09:21:58.231000+00:00,Ranking Best Door Dash Girl Sora Remakes #doordashgirl #sora #ai #sora2 #doordashlady #doordashlife #anime #imthevictim #ranking #disney #remake #fyp,en,100,False,,False,False,500300,1635,13600,9800000,258000,0,36300000,211
159,TikTok,7565957546129870110,2015-01-21T09:19:46.765000+00:00,Door Dash girl original video #doordash #doorbellcamera #doordashgirl #foodelivery,en,114,False,,False,False,43300,3461,2417,3700000,11300,0,72300,37
160,TikTok,7573522436553968909,2015-01-21T09:49:08.103000+00:00,DoorDash girl has been arrested and charged for recording the man in his home when she was supposed to be dropping off food #foryou #doordash #olivia ,en,114,False,,False,False,85,4,17,8047,12200,2,58400,41
161,TikTok,7563832934940101919,2015-01-21T09:11:32.090000+00:00,The door dash girl really tricked the internet 😭💔 #vexbolts #yesquad #doordashgirl #marlon #marlon3lg ,en,103,False,,False,False,35800,865,1453,998400,4900000,626,193000000,1746
162,TikTok,7574196642308427021,2015-01-21T09:51:45.079000+00:00,the door dash girl deserves justice. this is victim suppression. #relateable #doordash #doordashgirl ,en,114,False,,False,False,742,402,33,20400,14700,648,6300000,471
163,TikTok,7574000956069645598,2015-01-21T09:50:59.517000+00:00,DoorDash Girl has officially been charged and arrested for her crimes #doordash #truecrime #ForYouPage #doordashdriver #Attorneylife,en,114,False,,False,False,103,14,5,30700,10100,0,4566,94
164,TikTok,7563480727531048222,2015-01-21T09:10:10.086000+00:00,,en,120,False,,False,False,548,46,2,13200,110,186,14300,69
165,TikTok,7565937684175277325,2015-01-21T09:19:42.140000+00:00,can’t have shi anymore😭🥀 #doordash #incident #sa #bro #fyp ,en,120,False,,False,False,392500,2928,11200,3800000,17400,4506,2400000,351
166,TikTok,7573425934112476446,2015-01-21T09:48:45.634000+00:00,#doordash #harassment #injustice ,un,110,False,,False,False,3466,382,41,22000,11800,74,2700000,1181
167,TikTok,7563038920380796190,2015-01-21T09:08:27.219000+00:00,Stop being weird - you know damn well what happened isn’t her fault!  #doordash #fyp #makaila #legaltiktok #ubereats ,en,114,False,,False,False,162900,10400,6981,1500000,6520,913,1200000,203
168,TikTok,6924468349413985541,2015-01-19T15:50:28.422000+00:00,I know it was hard to hear the person on the phone so I put captions ☺️! #doordash #doordashlife #doordashdriver #doordashdelivery #fyp #foryou,en,120,False,,False,False,720,5,4,9957,8132,5,77300,9
169,TikTok,7563536019358862647,2015-01-21T09:10:22.959000+00:00,The video of the DoorDash girl that we wanted to see  #DoorDashGirl #DoorDash #Sora #Ai #Trending ,en,104,False,,False,False,134700,1112,10300,2100000,2993,191,470900,51
170,TikTok,7563809522138008887,2015-01-21T09:11:26.639000+00:00,,un,104,False,,False,False,2317,54,51,35100,420400,59,37900000,1142
171,TikTok,7567688533557759245,2015-01-21T09:26:29.792000+00:00,Best one first 🥇 Door Dash Ring Camera Footage doordash response door dash girl doordashlady original doordash video door dash ring camera girl Door Dash #doordash #doordashgirl #sora #soraai #sora2,en,100,False,,False,False,5311,247,1332,101100,11100,0,56800,86
172,TikTok,7573147360155471135,2015-01-21T09:47:40.774000+00:00,DoorDash girl has been arrested and charged for recording the man in his home when she was supposed to be dropping off food #foryou #doordash #Olivia ,en,114,False,,False,False,123700,2781,9288,1900000,1500000,639,121500000,1959
173,TikTok,7600780863105813791,2015-01-21T11:34:54.700000+00:00,So is DoorDash girl going to trial? #fyp #truecrime #doordash #doordashgirl #truecrimetok ,en,114,False,,False,False,321,22,2,4913,240900,958,1400000,1339
174,TikTok,7564213440542149901,2015-01-21T09:13:00.684000+00:00,It’s a terrifying time to be a woman. #doordashgirl #sa #victim #socialmedia #women ,en,114,False,,False,False,357,46,12,6907,55100,63,8400000,1352
175,TikTok,7563717533480586510,2015-01-21T09:11:05.221000+00:00,I am the victim #Doordash #Doordashgirl #Victim,en,104,False,,False,False,53500,286,1537,809200,184,115,63500,21
176,TikTok,7573768670158130463,2015-01-21T09:50:05.434000+00:00,#doordash ,un,114,False,,False,False,5123,355,62,38100,57500,139,4500000,760
177,TikTok,7564306887953403150,2015-01-21T09:13:22.441000+00:00,We got information on the man Austin that #DoorDashGirl claimed SA’d her 😱!!  #DoorDash #irlmonsterhighdoll #crime #doordashdriver ,en,114,False,,False,False,57100,3183,5682,728500,20400,421,895400,360
178,TikTok,7562661878661385483,2015-01-21T09:06:59.432000+00:00,#doordash ,un,120,False,,False,False,146400,2819,5157,2300000,39500,91,4300000,895
179,TikTok,7591151347878087991,2015-01-21T10:57:32.654000+00:00,The DoorDash Girl's Controversial Update: What You Need to Know! 🚪✨ #DoorDash #SocialMediaEthics #Awareness #Viral #fyp #foryou #legaltiktok #doordashgirl #irlmonsterhighdoll #kcspeaks,en,114,False,,False,False,61,4,0,6150,10100,0,17500,356
180,TikTok,7574081910889073975,2015-01-21T09:51:18.366000+00:00,UPDATE: the obnoxious law influencer who is the source for this has let me know it’s from her. I posted an update. She’s not someone I trust as a source but I don’t necessarily think she fabricated these either. People should include a source when circulating the screenshot #greenscreen #doordash #justiceforlivie #feminism #SAsurvivor ,en,114,False,,False,False,735,225,16,16400,735,1498,17200,338
181,TikTok,7580090197191281951,2015-01-21T10:14:37.279000+00:00,Here’s what happened at DoorDash Girls Arraignment #viralvideo #foryoupage #attorneylife #doordash #doordashgirl ,en,114,False,,False,False,7943,464,424,219500,240900,958,1400000,1339
182,TikTok,7564363082986720526,2015-01-21T09:13:35.525000+00:00,#update #doordash #doordashgirl #fyp #popular ,un,114,False,,False,False,290,37,18,27800,13900,9,568700,172
183,TikTok,7574379233825393951,2015-01-21T09:52:27.592000+00:00,Doordash girl has been arrested and charged for Unlawful surveillance and Dissemination of an unlawful surveillance image #truecrimetok #tiktoktea #doordash #doordashdriver #fired ,en,114,False,,False,False,709,19,33,73000,11000,0,18100,74
184,TikTok,7574691960020061454,2015-01-21T09:53:40.404000+00:00,Ridiculous // edit: charged but not in jail,en,105,False,,False,False,5932,367,58,66500,344200,1861,16600000,4232
185,TikTok,7573261045616200990,2015-01-21T09:48:07.243000+00:00,Replying to @Ada Aguilar Doordash girl has been arrested and here is proof the man was sleeping #foryou #doordash #Olivia ,en,114,False,,False,False,75000,1867,1573,763900,1500000,639,121500000,1959
186,TikTok,7574001328070937887,2015-01-21T09:50:59.604000+00:00,DoorDash Girl has officially been charged and arrested for her crimes #doordash #truecrime #ForYouPage #doordashdriver #Attorneylife,en,114,False,,False,False,157,16,10,13600,10400,0,20200,68
187,TikTok,7597587881045036319,2015-01-21T11:22:31.276000+00:00,Let’s talk about what we know in the DoorDash girl case from court today 1/20/26 #fyp #truecrime #doordash #doordashgirl #truecrimetok ,en,114,False,,False,False,1184,97,30,21700,240900,958,1400000,1339
188,TikTok,7565832179272535351,2015-01-21T09:19:17.576000+00:00,The DoorDash Girl is back#DoorDashGirl #DoorDash #Sora #Ai #Trending,en,120,False,,False,False,22700,371,1357,959400,14000,9,372200,210
189,TikTok,7562654587421723935,2015-01-21T09:06:57.735000+00:00,She IS a victim  I don’t know why the internet has turned against her…. Her phrasing that is was SA is incorrect but she still IS a VICTIM. Hold @DoorDash accountable. #fyp #doordash #doordashgirl ,en,114,False,,False,False,445,361,25,43000,246800,472,19300000,489
190,TikTok,7563091523441577229,2015-01-21T09:08:39.467000+00:00,"Full video of DoorDash, SA girl #DoorDash #Food #Delivery #News #foryoupage ",en,114,False,,False,False,119200,14900,6108,7200000,590200,315,79000000,4251
191,TikTok,7582408253158477069,2015-01-21T10:23:36.994000+00:00,DoorDash Girl updates as the court case will be recorded.. #streamerclip #kickstreaming #fyp #meme #asmongold ,en,120,False,,False,False,942,24,40,41300,11300,3,94200,347
192,TikTok,7272200524374592810,2015-01-20T14:19:51.128000+00:00,Never ordering from door dash again. #fyp #doordash #stalker ,en,104,False,,False,False,113600,774,1655,1600000,1000000,397,37000000,790
193,TikTok,7574275008218844430,2015-01-21T09:52:03.325000+00:00,Can’t believe some of yall actually got raised by idiots 😭😭#fyp #blowthisup #fypシ #doordash #stupid ,en,105,False,,False,False,19,2,10,271,11500,382,1200000,1735
194,TikTok,7308006383486602526,2015-01-20T16:38:47.830000+00:00,Its time to secure the bag for your business! You have 29 days left to get ready for Grant Season 2024! Click the link in my bio to join my 3 Day Grant Bootcamp. #businessgrants #grantsforwomen #fypシ #grants #businessfunding #sbagrants #smallbusinessgrants ,en,120,False,,False,False,173,27,34,11400,25500,3191,183800,633
195,TikTok,7564177566135897358,2015-01-21T09:12:52.331000+00:00,Giantess DoorDash victim ##giantess##doordash##anime##sora2##doordashgirl ,en,100,False,,False,False,3471,55,226,181700,12900,31,233500,425
196,TikTok,7564578251100769567,2015-01-21T09:14:25.623000+00:00,DoorDash Girl Parody. Lock those doors! 🚪 #fyp #foryoupage #funny #trending #doordash ,en,100,False,,False,False,8990,111,556,215800,53,118,9405,2
197,TikTok,6924790379183131909,2015-01-19T15:51:43.401000+00:00,This is a draft btw #doordash #doordashlife #doordashdriver #doordashdelivery #fyp #foryou,en,120,False,,False,False,779,18,2,9601,8132,5,77300,9
198,TikTok,7573392307945229599,2015-01-21T09:48:37.805000+00:00,"Replying to @Shlum i will apologize when im wrong, which is not right now. #doordashgirl ",en,105,False,,False,False,1647,983,46,103600,347700,810,3100000,1714
199,TikTok,7565527491981364510,2015-01-21T09:18:06.635000+00:00,"DoorDash girl update, KC Speaks LIED and has been severed a cease and desist letter from the other Austin #doordash #doordashgirl #SA #victim #austin ",en,114,False,,False,False,22500,629,258,380600,40800,81,6400000,248
200,TikTok,7574246637229329677,2015-01-21T09:51:56.719000+00:00,everyone’s real quiet now huh 🤔 #doordash #doordashgirl #arrested ,en,105,False,,False,False,2327,512,11,31400,600600,183,32500000,2666
201,TikTok,7563708724137807116,2015-01-21T09:11:03.170000+00:00,#doordash #doordashgirl ,un,104,False,,False,False,9898,195,404,138100,200,80,77100,35
202,TikTok,7582341803022601486,2015-01-21T10:23:21.522000+00:00,DoorDash girl has been sentenced #doordashgirl #viral #fypシ #outdoorboys #greenscreen ,en,114,False,,False,False,1750,38,126,45200,6000000,179,17500000,113
203,TikTok,6927012495844527365,2015-01-19T16:00:20.778000+00:00,we getting a lot of mean comments I don’t know if I’m going to post anymore,en,115,False,,False,False,588,19,0,7098,8132,5,77300,9
204,TikTok,7562681069837831435,2015-01-21T09:07:03.901000+00:00,DoorDash girl caught lying #fyp #viraltiktok #viral #trending #doordash ,en,120,False,,False,False,13400,1865,795,1900000,14300,0,4000000,761
205,TikTok,7597463653566237983,2015-01-21T11:22:02.352000+00:00,DoorDash Girl Update 1 #fyp #truecrime #doordash #doordashgirl #truecrimetok ,en,114,False,,False,False,1343,136,34,21000,240900,958,1400000,1339
206,TikTok,7564457999411023135,2015-01-21T09:13:57.624000+00:00,#stitch with @gwapanese ,un,114,False,,False,False,12700,463,179,171400,1600000,1284,162400000,4951
207,TikTok,7564021301111786783,2015-01-21T09:12:15.948000+00:00,DOORDASHDRIVER ORIGINALVIDEO RELEASED!#breakingnews#foryou#news#Doordash#fyp ,en,114,False,,False,False,147000,2312,2911,4800000,13000,2,187900,84
208,TikTok,7565014030482525471,2015-01-21T09:16:07.085000+00:00,Door Dash girl original video #doordash #doorbellcamera #doordashgirl #foodelivery #Doorbell camera Evidence ,en,120,False,,False,False,170,3,11,39900,8,0,224,16
209,TikTok,7562723991895461151,2015-01-21T09:07:13.894000+00:00,#stitch with @irlmonsterhighdoll #greenscreen #doordashgirl,un,114,False,,False,False,3098,605,134,528800,463000,148,18400000,2250
210,TikTok,7587573477868080439,2015-01-21T10:43:39.616000+00:00,#stitch with @Trucker 💝Girl #omggggg #letstalkaboutit ,un,105,False,,False,False,1352,127,43,159100,5464,3615,85900,1546
211,TikTok,7564883121158589709,2015-01-21T09:15:36.606000+00:00,KC SPEAKS THIS IS A LESSON DOOR DASH GIRL DIDNT ASK YOU TO HELP HER!! #doordashgirl #kcspeaks #doordash #fyp #defamation ,en,114,False,,False,False,3744,490,89,107300,12600,148,492000,519
212,TikTok,7573126546379083063,2015-01-21T09:47:35.928000+00:00,messed upppp,en,114,False,,False,False,18400,1354,469,147800,592,783,430600,1134
213,TikTok,7563186720783486238,2015-01-21T09:09:01.632000+00:00,THE DOOR DASH GIRL IS A VICTIM YES! #fyp #doordash #doordashgirl ,en,114,False,,False,False,2430,393,81,23300,246800,472,19300000,489
214,TikTok,7573833687712927006,2015-01-21T09:50:20.572000+00:00,Major update on DoorDash girl Olivia. The Oswego police department issued a statement with details. #doordash #doordashgirl #irlmonsterhighdoll #oswego #update ,en,114,False,,False,False,45400,1595,2362,757700,52800,437,3400000,378
215,TikTok,7566298699811278094,2015-01-21T09:21:06.196000+00:00,The DoorDash girl finally breaks her silence,en,114,False,,False,False,53500,2262,567,956100,916300,25,53300000,1281
216,TikTok,7563018680628530446,2015-01-21T09:08:22.507000+00:00,#fypシ゚viral #viral #blowthisupforme #ftp #trending ,un,105,False,,False,False,4000000,33500,164000,36100000,203900,408,14600000,645
217,TikTok,6924402564926688518,2015-01-19T15:50:13.106000+00:00,#doordash #doordashlife #doordashdriver #doordashdelivery #fyp #foryou #foryoupage,un,120,False,,False,False,53500,233,35,351500,8132,5,77300,9
218,TikTok,7563552834789199134,2015-01-21T09:10:26.874000+00:00,don’t become a sheep!!! gather all information before forming a conclusion… people love gossip and confirmation bias more than logic and facts unfortunately #doordash #irlmonsterhighdoll #doordashgirl @irlmonsterhighdoll ,en,105,False,,False,False,24000,1260,266,328300,221400,8,22400000,217
219,TikTok,7563125435974946056,2015-01-21T09:08:47.363000+00:00,Found it funny that some male creator came on here talking about how he respects that women are “holding her accountable” as if women have never infamously been victim blamers,en,114,False,,False,False,137100,4126,2629,1200000,51800,77,11600000,346
220,TikTok,7573637580667768095,2015-01-21T09:49:34.912000+00:00,#doordash ,un,120,False,,False,False,73,515,8,12000,4259,1185,840000,1917
221,TikTok,7563928754884480287,2015-01-21T09:11:54.400000+00:00,"Go watch @Crystal Alana video too, but that’s crazzzyy. It’s definitely giving that she does things and posts them with not a lot of thought.  #doordashgirl #tiktokdrama #doordash #sa #storytime ",en,120,False,,False,False,66800,847,3885,1200000,16100,9992,1700000,2663
222,TikTok,7562600888846650655,2015-01-21T09:06:45.232000+00:00,The DoorDash girl is in the wrong. #doordashgirl #doordashdriver #fypシ #sa #trendingvideo ,en,114,False,,False,False,37900,2645,435,589300,28100,47,3600000,949
223,TikTok,7566216611607170317,2015-01-21T09:20:47.083000+00:00,DoorDash Girl releases new footage - proving she never entered his home.#breakingnews#foryoufne ws#Doordash#fyp#doordashgirl Birtmonsterhighdoll  ,en,114,False,,False,False,132,42,12,52200,13900,16,141000,130
224,TikTok,7583827668483853623,2015-01-21T10:29:07.477000+00:00,*don’t let the hunger for attention get to you #doordash #doordashgirl #court #felon #crime ,en,114,False,,False,False,56,25,1,3483,223,31,163000,118
225,TikTok,6925150083004550406,2015-01-19T15:53:07.151000+00:00,This is another draft #doordash #doordashlife #doordashdriver #doordashdelivery #fyp #foryou,en,120,False,,False,False,4684,34,5,47900,8132,5,77300,9
226,TikTok,7565453335919136013,2015-01-21T09:17:49.369000+00:00,Best one first 🥇 Door Dash Ring Camera Footage doordash response door dash girl doordashlady original doordash video door dash ring camera girl Door Dash#doordash#doordashgirl#sora#soraai#sora2 ,en,100,False,,False,False,908600,3480,46600,15300000,25600,5,1800000,149
227,TikTok,7600629679250328863,2015-01-21T11:34:19.500000+00:00,Should I try a 24 hour shift?!?🤔😬 @Bloom Nutrition #GiftedByBloom #BloomEnergy #gigworker #contentcreator #doordash ,en,105,False,,False,False,37700,354,926,584900,16700,753,738800,1097
228,TikTok,7584696621812780318,2015-01-21T10:32:29.796000+00:00,They found the DoorDash bandit so Fast!! #doordash #queshandadoordash #seafoodboil #staysakai #fyp,en,120,False,,False,False,89300,938,1959,1900000,11500,1,243000,89
229,TikTok,7565680011286547767,2015-01-21T09:18:42.146000+00:00,"DoorDash girl @irlmonsterhighdoll posted a new video 10/26/25  She said she has irrefutable proof that the door was already open when she arrived to drop off the customer’s order. She said she did not enter his home and she did not open his door. ICYMI:  A DoorDash driver said when she dropped off a customer’s order, his door was wide open, he was in full view laying on the couch n*ked from the waist down. DoorDash deactivated her account (she was fired) as well as the customer’s account. #doordashgirl #irlmonsterhighdoll #doordashdriver #update #doordash ",en,114,False,,False,False,449,331,30,171200,106500,5152,11200000,1519
230,TikTok,7563411829263846686,2015-01-21T09:09:54.044000+00:00,"""leave at the door""💔 #fy #doordash #fyp #relatable ",en,104,False,,False,False,179100,7355,6026,1500000,22700,2036,2900000,74
