,source,tag,video_id,post_date_utc,description,text_language,category_type,is_aigc,aigc_description,collected,is_reviewing,likes,comments,shares,views,author_follower_count,author_following_count,author_total_likes,author_video_count,datetime
96,TikTok,OliviaHenderson,7573511541677493535,2027-03-21 21:51:00.576000+00:00,Olivia Henderson AKA DoorDash Girl has been ARRESTED! #fyp #news #breakingnews #truecrime #doordash,en,114,False,,False,False,64,9,0,1022,10400,0,9773,12,2025-11-16 20:12:46
97,TikTok,OliviaHenderson,7573027065612602638,2027-03-20 13:45:52.481000+00:00,Replying to @.envxsi #oliviahendersonisaqueen #oliviahendersonarmy #doordashgirl #doordash #fyp ,un,110,False,,False,False,111,223,9,25500,3183,1865,469600,7151,2025-11-15 12:52:46
98,TikTok,OliviaHenderson,7573515149957532958,2027-03-21 22:05:20.857000+00:00,DoorDash girl has been arrested and charged for recording the man in his home when she was supposed to be dropping off food #foryou #doordash #olivia ,en,114,False,,False,False,23,0,6,1763,49400,1,464900,255,2025-11-16 20:26:47
99,TikTok,OliviaHenderson,7573608276768623903,2027-03-22 04:15:24.019000+00:00,"i support olivia henderson, the doordash delivery woman. the police & the legal system do not protect victims or marginalized communities. poc, the unhoused, & women have been denied justice historically due to systemic prejudice. legality does not dictate morality & i stand with the victim.  #olivia #doordash #delivery ",en,114,False,,False,False,4598,621,124,35900,24500,1064,1000000,423,2025-11-17 02:28:09
100,TikTok,OliviaHenderson,7573476816464219422,2027-03-21 19:33:01.440000+00:00,"Predators and thoughtless bums dni, this is not a ground for open debate so yes anyone disagreeing with me or spouting bs will be deleted😝",en,114,False,,False,False,45,5,1,1667,2145,51,470500,310,2025-11-16 17:58:01
101,TikTok,OliviaHenderson,7589871649986579767,2027-05-06 01:20:14.353000+00:00,,un,113,False,,False,False,2,0,0,42,36,57,141,48,2025-12-30 22:18:21
102,TikTok,OliviaHenderson,7582585280918572318,2027-04-15 22:46:48.593000+00:00,The infamous DoorDash driver who posted a customer naked on social media had her first court date #doordashgirl #oliviahenderson #viral #fyp #greenscreen ,en,114,False,,False,False,328,12,15,16200,18100,6,448400,143,2025-12-11 07:03:31
103,TikTok,OliviaHenderson,7581322510487080247,2027-04-12 11:09:00.661000+00:00,but don’t worry as long as it happens multiple times first they might actually do something! #oliviahenderson #fypage #doordashdriver #sa #storytime #women #doordashgirl #police #crimetok ,en,114,False,,False,False,73,107,1,3968,703,6,264200,65,2025-12-07 21:23:19
104,TikTok,OliviaHenderson,7576357354002779422,2027-03-29 18:19:15.107000+00:00,"it’s getting weird. I’m telling yall since the Amber Heard trial it’s been downhill. that smear campaign really did a number on the public.  and especially after the recent smear campaign against Olivia Henderson too. this is getting insanely scary, this behavior against victims is not normal. #kierabreaugh #abuseawareness ",en,114,False,,False,False,1113,56,7,29200,13100,2092,2200000,1514,2025-11-24 12:15:59
105,TikTok,OliviaHenderson,7582413679518289183,2027-04-15 11:24:55.631000+00:00,DOORDASH GIRL LOST FOR WORDS AFTER FIRST COURT APPEARANCE 😬 #yaboyant #doordash #girl #arrested #prison ,en,114,False,,False,False,1853,34,57,60100,74300,52,3900000,1344,2025-12-10 19:57:37
106,TikTok,OliviaHenderson,7573639890433363231,2027-03-22 06:21:01.304000+00:00,Olivia Henderson aka DoorDash girl has been arrested #viralvideo #trending #fypシ #foryoupage,en,114,False,,False,False,35,6,2,20200,9927,3,32100,65,2025-11-17 04:30:50
107,TikTok,OliviaHenderson,7572959723155180831,2027-03-20 09:18:16.788000+00:00,"She’s been arrested yall #doordashgirl #fyp #lol #oliviahenderson @Stephanie, Esq. ",en,114,False,,False,False,121,11,3,7807,2586,559,137100,1342,2025-11-15 08:31:26
108,TikTok,OliviaHenderson,7574134205295168799,2027-03-23 15:05:15.151000+00:00,"TLDW Don’t post until you need to, don’t implicate yourself, report first, court of public opinion second. #doordasher #oliviahenderson #scandal #viraltiktok #lessons ",en,114,False,,False,False,38,8,0,496,16000,567,1800000,1668,2025-11-18 12:29:02
109,TikTok,OliviaHenderson,7595800010357247245,2027-05-22 09:57:25.609000+00:00,Fake #doordash victim?? Yup lets talk about #oliviahenderson and her fake victim outcry! #truecrime #truecrimetok #letstalkaboutit ,en,114,False,,False,False,6,0,0,211,153,43,813,35,2026-01-15 21:43:25
110,TikTok,OliviaHenderson,7573920540692352286,2027-03-23 00:56:13.540000+00:00,WE NOW HAVE THE MALE VICTIMS SIDE OF THE STORY! #fyp #news #oliviahenderson #doordash #update,en,114,False,,False,False,68,4,4,6785,14600,15,599000,79,2025-11-17 22:39:54
111,TikTok,OliviaHenderson,7579927115605462279,2027-04-08 14:44:12.596000+00:00,aye,hi,119,False,,False,False,6717,25,234,142500,4794,713,127400,5,2025-12-04 03:08:29
112,TikTok,OliviaHenderson,7578577825473613078,2027-04-04 21:22:36.760000+00:00,Will es el protegido de Livi 💚#historias #oliviahenderson #willbyers #strenger_things #paratiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii ,es,101,False,,False,False,5546,35,94,53400,1264,24,74700,33,2025-11-30 11:52:33
113,TikTok,OliviaHenderson,7573909044209962271,2027-03-23 00:10:32.565000+00:00,WE NOW HAVE THE MALE VICTIMS SIDE OF THE STORY! #fyp #news #oliviahenderson #doordash #update ,en,114,False,,False,False,196,9,3,19100,14600,3,110700,230,2025-11-17 21:55:17
114,TikTok,OliviaHenderson,7573171580776287502,2027-03-20 23:20:07.581000+00:00,DoorDash girl Olivia Henderson has been arrested and is facing two felony charges#doordash #doordashgirl #breakingnews #viral #fyp,en,114,False,,False,False,83,10,1,3699,9808,0,176700,48,2025-11-15 22:13:33
115,TikTok,OliviaHenderson,7573150399742348574,2027-03-20 21:55:57.629000+00:00,Olivia Henderson AKA DoorDash Girl has been ARRESTED! 11/15 #fyp #news #breakingnews #truecrime #doordash,en,114,False,,False,False,323,30,102,121200,12400,0,16900,48,2025-11-15 20:51:22
116,TikTok,OliviaHenderson,7573122322249338126,2027-03-20 20:04:23.433000+00:00,Replying to @riverbrian #themanicuredmom #doordashgirl #oliviahendersen #falseallegationsruinlives #toxicwomenbelike ,un,114,False,,False,False,29700,1918,1953,1200000,260000,3374,4800000,2230,2025-11-15 19:02:24
117,TikTok,OliviaHenderson,7582171162948422943,2027-04-14 19:21:15.175000+00:00,"The truth about the DoorDash camera footage. People are still confused, so here’s what was actually confirmed in court. #DoorDashUpdate #OliviaHenderson #RingCamera #CaseUpdate #CourtNews #ViralStory #TrendingNow #ForYou #FYP #SafetyFirst",en,114,False,,False,False,128,12,2,23500,10400,69,9172,81,2025-12-10 04:16:32
118,TikTok,OliviaHenderson,7581379114276326669,2027-04-12 14:53:56.056000+00:00,I'm probably not gonna make anymore videos about this . argue with ya mama  ... #fyp #doordashgirl #oliviahenderson #sa #court,en,114,False,,False,False,89,51,0,5953,1329,481,32100,289,2025-12-08 01:02:58
119,TikTok,OliviaHenderson,7573092709662035255,2027-03-20 18:06:43.242000+00:00,Replying to @Albino-poet #doordashgirl #survivors #doordash #oliviahenderson ,un,114,False,,False,False,31,3,1,1095,6561,3747,134200,2465,2025-11-15 17:07:30
120,TikTok,OliviaHenderson,7578211687602425102,2027-04-03 21:07:42.689000+00:00,#VictimBlaming #DoorDashGirl #OliviaHenderson #MakeAmericaMoralAgain #RageBait ,un,114,False,,False,False,75,11,0,1357,12700,3766,162900,693,2025-11-29 12:11:44
121,TikTok,OliviaHenderson,7574649255755812109,2027-03-25 01:11:52.750000+00:00,WE NOW HAVE THE MALE VICTIMS SIDE OF THE STORY! #fyp #news #oliviahenderson #doordash #update,en,114,False,,False,False,307,6,12,32100,9651,4,4486,46,2025-11-19 21:47:41
122,TikTok,OliviaHenderson,7573041033341078798,2027-03-20 14:41:22.647000+00:00,#doordashgirl #survivors #doordash #oliviahenderson ,un,120,False,,False,False,58,12,1,1884,6561,3747,134200,2465,2025-11-15 13:46:58
123,TikTok,OliviaHenderson,7577044745529101590,2027-03-31 15:50:42.018000+00:00,"well, Olivia Henderson got taught a valuable lesson about accountability. hopefully she understands that you can't do what she did without repercussions. #doordashgirl #arrested #oliviahenderson #fyp  #reacting ",en,114,False,,False,False,1348,24,10,129600,18200,36,385600,434,2025-11-26 08:43:25
124,TikTok,OliviaHenderson,7573161234250403103,2027-03-20 22:39:00.777000+00:00,DoorDash girl ARRESTED for TWO felonies!!#doordashgirl #oliviahenderson,en,114,False,,False,False,1183,50,183,244200,9644,0,8878,25,2025-11-15 21:33:24
125,TikTok,OliviaHenderson,7573310131337694478,2027-03-21 08:30:40.609000+00:00,😳 DoorDash girl ARRESTED for TWO felonies!!#doordashgirl #oliviahenderson,en,114,False,,False,False,154,10,16,3553,10300,0,32900,132,2025-11-16 07:11:12
126,TikTok,OliviaHenderson,7439126240151375150,2026-03-16 01:51:47.934000+00:00,No choice,en,110,False,,False,False,39,2,1,1094,82,167,935,18,2024-11-19 16:49:10
127,TikTok,OliviaHenderson,7465441123121499423,2026-05-27 16:37:44.941000+00:00,,un,110,False,,False,False,28,6,0,259,6515,5230,76500,1143,2025-01-29 14:44:21
128,TikTok,OliviaHenderson,7573054121951890718,2027-03-20 15:33:23.215000+00:00,DoorDash lady arrested #doordash #oliviahenderson #doordashlady #makecontent #makecontent ,en,114,False,,False,False,149,8,1,3664,35000,4514,952100,2242,2025-11-15 14:37:45
129,TikTok,OliviaHenderson,7598287476804816141,2027-05-29 06:41:43.825000+00:00,well she’s clearly not an actress…but this proves she was very into crime…#kaylie #imrealllypretty #jodiarias #truecrime,en,101,False,,False,False,86600,646,3972,1400000,5256,40,5900000,130,2026-01-22 14:36:03
130,TikTok,OliviaHenderson,7576593084419525902,2027-03-30 09:55:57.618000+00:00,"Hey there @irlmonsterhighdoll, how’s it going? #DoorDash #DoorDashGirl #ImTheVictim #Felony #ByeFelicia #SYBAU #Prison #FalseReport #IToldYouSo #Olivia #OliviaHenderson #fyp",en,110,False,,False,False,71,3,12,15400,2614,7628,118000,513,2025-11-25 03:30:44
131,TikTok,OliviaHenderson,7573215836022820110,2027-03-21 02:15:58.854000+00:00,"""Door Dash Girl"", Olivia Henderson, has been arrested and charged with two felonies related to recording a customer in his home and posting the video online. Henderson had been deactivated by #DoorDash after publicly sharing the footage, as sharing videos taken inside a customer's home is a violation of company policy regarding privacy. Henderson initially posted the video on TikTok, claiming she had been sexually assaulted when she arrived at a customer's home to find the door open and the man lying on the couch, naked from the waist down. However, further details and potential security camera footage suggested she pushed the door open and entered the home without permission to film the customer, who was reportedly passed out.  #explore #fyp #DoorDashGirl ",en,114,False,,False,False,62,3,3,27300,4649,40,281400,532,2025-11-16 01:05:17
132,TikTok,OliviaHenderson,7573622268304084254,2027-03-22 05:10:59.861000+00:00,Doordash girl Arrested#OliviaAnderson #DoorDash #PrivacyViolation #FelonyCharges #CrimeNews #ViralVideo #InternetSafety #Accountability #BreakingNews ,en,114,False,,False,False,41,6,0,3311,10800,0,69200,8,2025-11-17 03:22:27
133,TikTok,OliviaHenderson,7585664387461991694,2027-04-24 10:42:04.800000+00:00,"My Friends, This Is Olivia Henderson’s Little Sister Defending Her Own Sister Even Though Her Own Sister Is Wrong For What She Did To A Innocent Man, My Friends. #oliviahenderson #thedoordashergirl #crazykarens #karensgoingwild #OswegoNewYork  ",en,114,False,,False,False,0,0,0,137,0,0,4,8,2025-12-19 14:12:01
134,TikTok,OliviaHenderson,7573161249744096543,2027-03-20 22:39:04.471000+00:00,Update: Olivia Henderson aka  DoorDash girl has been  arrested#foryou #breakingnews #news #doordash #doordashgirl ,en,114,False,,False,False,376,28,32,68300,173600,0,4100000,437,2025-11-15 21:33:28
135,TikTok,OliviaHenderson,7577954001912843551,2027-04-03 04:03:45.633000+00:00,@jules is shadowbanned #doordashgirl #doordashdriver #oliviahenderson #doordash,un,105,False,,False,False,66,38,8,12200,4466,1080,7828,213,2025-11-28 19:31:47
136,TikTok,OliviaHenderson,7573498104100506911,2027-03-21 20:57:36.808000+00:00,@aurajunkie #doordashgirl ##doordashdriver #OliviaHenderson ,un,120,False,,False,False,10,5,9,2827,4466,1080,7828,213,2025-11-16 19:20:38
137,TikTok,OliviaHenderson,6888855083052698886,2022-01-17 14:50:40.538000+00:00,,un,120,False,,False,False,4,2,0,136,70,66,48,8,2020-10-28 20:56:03
138,TikTok,OliviaHenderson,7573597953470876959,2027-03-22 03:34:22.753000+00:00,Olivia Henderson AKA DoorDash Girl has been ARRESTED!#foryou #fyp #truecrime #doordash ,en,114,False,,False,False,13,1,7,1149,46500,0,266200,351,2025-11-17 01:48:06
139,TikTok,OliviaHenderson,7581198192469970206,2027-04-12 02:55:00.936000+00:00,DoorDash girl Olivia Henderson was seen in court and she plead not guilty #fypシ #viraltiktok #foryou #irlmonsterhighdoll #viralvideo ,en,114,False,,False,False,53200,2796,1102,690700,341300,436,26200000,1818,2025-12-07 13:20:54
140,TikTok,OliviaHenderson,7581419188342770974,2027-04-12 17:33:10.458000+00:00,Here’s what happened at DoorDash Girls Arraignment #viralvideo #foryoupage #attorneylife #doordash #doordashgirl,en,114,False,,False,False,423,13,8,39600,10100,0,29600,79,2025-12-08 03:38:29
141,TikTok,OliviaHenderson,7583497785421450527,2027-04-18 11:12:46.620000+00:00,Oh Olivia… #doordashgirl ,en,120,False,,False,False,37,6,0,947,5878,5756,73600,356,2025-12-13 18:04:30
142,TikTok,OliviaHenderson,7573056840292961567,2027-03-20 15:44:11.318000+00:00,"Y’all remember that #DoorDashgirl story from a month ago? Well girl girl has been arrested for recording the customer inside of his home and posting it online.  What originally happened is that the Dasher, Olivia Henderson, went to deliver food and saw  the customer passed out with no pants on and the door wide open. She assumed that he intentionally flashed her and recorded as proof and then posted it online exposing his first name and the house number. It is important to note that there is no conclusive proof that Olivia physically went inside of his house, she just recorded from the outside. She went viral for saying that she was SA’d even though people are debating whether being indecently exposed to counts as SA. #truecrime #doordash #lawandorder ",en,114,False,,False,False,16100,666,440,201400,290800,685,50400000,1660,2025-11-15 14:48:18
143,TikTok,OliviaHenderson,7581733123671543071,2027-04-13 14:20:38.473000+00:00,Olivia Henderson aka DoorDash girl has been arrested #viralvideo #trending #fyp #foryoupage,en,114,False,,False,False,614,44,56,78200,12400,3,87100,75,2025-12-08 23:56:43
144,TikTok,OliviaHenderson,7573090974365256990,2027-03-20 17:59:49.515000+00:00,"""Doordash Girl"" Olivia Henderson got arrested for posting the videos of Austin N. #doordash #sa #newyork #controversy #fyp ",en,114,False,,False,False,2280,344,91,222900,25100,9997,598800,1814,2025-11-15 17:00:46
145,TikTok,OliviaHenderson,7573545335025437965,2027-03-22 00:05:17.538000+00:00,Arrestan a @irlmonsterhighdoll por “S3S54L 4SS4LT” ,es,114,False,,False,False,287,15,18,10900,132500,457,7500000,1309,2025-11-16 22:23:55
146,TikTok,OliviaHenderson,7582384368556018958,2027-04-15 09:28:27.353000+00:00,DoorDash delivery girl regrets filming the man passed out sleeping in his couch after realizing just how bad her first court appearance would be😭🙏 #asmongold #doordash #oliviahenderson #fyp #viral,en,114,False,,False,False,17500,85,337,513600,185900,5,29100000,387,2025-12-10 18:03:52
147,TikTok,OliviaHenderson,7581651457435356471,2027-04-13 08:56:07.725000+00:00,#doordashgirl #oliviahernandez #court #doordashgirlsastory #viral,un,114,False,,False,False,40,3,0,3655,33000,625,1100000,1234,2025-12-08 18:39:48
148,TikTok,OliviaHenderson,7574792766123789599,2027-03-25 10:42:08.288000+00:00,,un,120,False,,False,False,95,3,5,7468,10200,25,45200,113,2025-11-20 07:04:35
149,TikTok,OliviaHenderson,7582431283586878733,2027-04-15 12:34:52.768000+00:00,"Livvie Rose Henderson, a #DoorDash driver, went #viral after filming a naked, unconscious man during an October 12, 2025 #delivery and posting it online while claiming he exposed himself. Police later said the man was incapacitated and not acting intentionally, and Henderson was arrested on November 10 for unlawful surveillance and sharing the footage. She was #fired from DoorDash, and the case sparked debate over privacy, safety, and social media posting during deliveries. 👀‼️  Via 🔌:  WSYR 9 #theauxtalk       ",en,114,False,,False,False,13,4,2,1983,3962,1,690500,494,2025-12-10 21:05:56
150,TikTok,OliviaHenderson,7574090008529816845,2027-03-23 12:09:37.821000+00:00,I’m the victim. #,en,120,False,,False,False,262,52,10,65300,259,41,262,1,2025-11-18 09:37:31
151,TikTok,OliviaHenderson,7572973907888704782,2027-03-20 10:14:38.692000+00:00,"#greenscreen what are your thoughts? All parties are considered innocent until proven guilty. I’m sharing an update on the situation with the information that is available to the public. Most of my information I got from @Stephanie, Esq. #doordash #doordashgirl ",en,114,False,,False,False,3014,196,186,80200,325700,823,42400000,4287,2025-11-15 09:26:29
152,TikTok,OliviaHenderson,7573776292429024543,2027-03-22 15:23:02.074000+00:00,@aurajunkie #doordashgirl #doordashdriver #OliviaHenderson #law ,un,114,False,,False,False,30,17,6,4135,4466,1080,7828,213,2025-11-17 13:20:09
153,TikTok,OliviaHenderson,7573044900816538935,2027-03-20 14:56:44.725000+00:00,Did the DoorDash girl Olivia Henderson    @irlmonsterhighdoll deserve to be arrested? Olivia is being charged with unlawful surveillance and dissemination after she posted a video of a DoorDash customer n*de on his couch. #doordashgirl #arrested #doordashdriver #irlmonsterhighdoll #newyork ,en,114,False,,False,False,686,227,62,154200,106500,5153,11200000,1520,2025-11-15 14:01:58
154,TikTok,OliviaHenderson,7573257956578315533,2027-03-21 05:03:21.177000+00:00,DoorDash GIRL ARRESTED AND CHARGED. #FYP #doordash #legaldrama #ovliviahenderson #lies   ,en,114,False,,False,False,365,48,45,63200,10700,0,18400,32,2025-11-16 03:48:44
155,TikTok,OliviaHenderson,7597431567492975885,2027-05-26 22:00:39.143000+00:00,WE NOW HAVE THE MALE VICTIMS SIDE OF THE STORY! #fypシ #update #tiktok #story #storytime #pov #viral #oliviahenderson #fyp #doordash #bnc_news #foryou #news,en,114,False,,False,False,38,6,2,2525,11000,0,32100,182,2026-01-20 07:14:41
156,TikTok,OliviaHenderson,7573141183472422199,2027-03-20 21:19:20.299000+00:00,,un,114,False,,False,False,67,2,1,3483,15800,5,158300,56,2025-11-15 20:15:36
157,TikTok,OliviaHenderson,7582608456713129246,2027-04-16 00:18:54.133000+00:00,Olivia Henderson made a HUGE mistake that was completely avoidable. The lesson here? STOP POSTING EVERYTHING ONLINE! ,en,114,False,,False,False,3127,111,40,18300,248500,229,13800000,3448,2025-12-11 08:33:27
158,TikTok,OliviaHenderson,7573781563805027598,2027-03-22 15:43:58.868000+00:00,A lot of people need to understand that not everything needs to be discourse #fyp #dating #men #women #fypシ m,en,114,False,,False,False,63600,1759,1499,503800,86400,2,6000000,978,2025-11-17 13:40:36
159,TikTok,OliviaHenderson,7580972527829208350,2027-04-11 11:58:18.293000+00:00,Door Dash Girl Olivia Henderson has been charged ,en,114,False,,False,False,2038,29,8,13600,129800,496,3800000,865,2025-12-06 22:45:13
160,TikTok,OliviaHenderson,7573047291670482207,2027-03-20 15:06:14.749000+00:00,Olivia “Livie Rose” Henderson has officially been charged for the Oct. 12 incident where she recorded and exposed a man who was found underdressed in his home as she was making a DoorDash delivery #fyp #doordash #fyppppppppppppppppppppppp ,en,114,False,,False,False,1921,170,60,91200,1613,22,92800,170,2025-11-15 14:11:15
161,TikTok,OliviaHenderson,7573849309318237454,2027-03-22 20:13:10.657000+00:00,Olivia Henderson AKA DoorDash Girl has been ARRESTED! #fyp #news #breakingnews #truecrime #doordash,en,114,False,,False,False,116,9,2,1744,11800,0,12300,82,2025-11-17 18:03:29
162,TikTok,OliviaHenderson,7575288190936862007,2027-03-26 19:30:46.768000+00:00,"And then they automatically believe Austin’s statement that he didn’t do it on purpose as if a guilty person would admit it, all while discounting the many service workers who have said that what he did is a common strategy for predatory exhibitionists #oliviahenderson #misogyny #criticalthinking #doordashdriver #factchecking ",en,114,False,,False,False,245,30,2,17900,6569,569,5800000,359,2025-11-21 15:07:05
163,TikTok,OliviaHenderson,7573143971040365837,2027-03-20 21:30:24.907000+00:00,Olivia Henderson AKA DoorDash Girl has been ARRESTED! 11/15 #fyp #news #breakingnews #truecrime #doordash,en,114,False,,False,False,4841,251,295,260800,11900,1,284600,165,2025-11-15 20:26:25
164,TikTok,OliviaHenderson,7573312963482848543,2027-03-21 08:41:55.845000+00:00,Olivia Henderson AKA DoorDash Girl has been ARRESTED! 11/15#fyp #news #breakingnews #truecrime #doordash ,en,114,False,,False,False,13700,143,830,401900,16100,0,194200,88,2025-11-16 07:22:11
165,TikTok,OliviaHenderson,7573967200629853454,2027-03-23 04:01:38.136000+00:00,WE NOW HAVE THE MALE VICTIMS SIDE OF THE STORY! #fyp #news #oliviahenderson #doordash #update,en,120,False,,False,False,18,1,0,7681,13200,1,70600,55,2025-11-18 01:40:58
166,TikTok,OliviaHenderson,7573606968980491533,2027-03-22 04:10:12.218000+00:00,Olivia Henderson aka DoorDash girl has been arrested #viralvideo #trending #fyp #foryoupage,en,114,False,,False,False,7,0,0,2464,1,1,233,9,2025-11-17 02:23:05
167,TikTok,OliviaHenderson,7573374890477227277,2027-03-21 12:48:00.391000+00:00,#greenscreen #felon #doordash #drama #pov,un,114,False,,False,False,108,13,4,15100,48200,1804,3100000,948,2025-11-16 11:22:30
168,TikTok,OliviaHenderson,7573031448421223735,2027-03-20 14:03:17.424000+00:00,Replying to @lolfairxd I do not feel bad AT all. #doordashgirl #doordash #feminist #feminism #womanism ,en,110,False,,False,False,10,3,0,1926,3183,1865,469600,7151,2025-11-15 13:09:46
169,TikTok,OliviaHenderson,7573133369022713102,2027-03-20 20:48:17.189000+00:00,Olivia Henderson aka doordash girl has been arrested #fyp#arrested #tiktokdrama #breakingnews #doordashgirl ,en,114,False,,False,False,396,24,54,71100,23200,0,142900,182,2025-11-15 19:45:16
170,TikTok,OliviaHenderson,7573344996670164255,2027-03-21 10:49:13.152000+00:00,DoorDash girl has been officially ARRESTED!!! I really hope everyone learn a lesson about this but I need my apologies NOW #doordash #doordashdriver #doordashgirl #sa #savictim ,en,114,False,,False,False,922,169,25,16200,40900,81,6400000,249,2025-11-16 09:26:30
171,TikTok,OliviaHenderson,7573520993713540382,2027-03-21 22:28:34.117000+00:00,"Y'all remember that #DoorDashgirl story from a month ago? Well girl girl has been arrested for recording the customer inside of his home and posting it online. What originally happened is that the Dasher, Olivia Henderson, went to deliver food and saw the customer passed out with no pants on and the door wide open. She assumed that he intentionally flashed her and recorded as proof and then posted it online exposing his first name and the house number. Itis important to note that there is no conclusive proof that Olivia physically went inside of his house,she just recorded from the outside. She went viral for saying that she was SA'd even though people are debating whether being indecently exposed to counts as SA. #truecrime #doordash #lawandorder",en,114,False,,False,False,32,3,0,3051,9631,0,15200,9,2025-11-16 20:49:27
172,TikTok,OliviaHenderson,7573943913917009183,2027-03-23 02:29:06.151000+00:00,WE NOW HAVE THE MALE VICTIMS SIDE OF THE STORY! #fyp #news#oliviahenderson #doordash #update,en,120,False,,False,False,772,23,17,115900,10600,0,109900,210,2025-11-18 00:10:36
173,TikTok,OliviaHenderson,7601751820809162039,2027-06-07 20:07:47.800000+00:00,,un,112,False,,False,False,1362,52,56,9961,217900,67,7900000,1693,2026-01-31 22:39:29
174,TikTok,DoordashGirl,7565321463981542687,2027-02-27 07:26:33.889000+00:00,#alanbecker #animation #animationvsanimator #animationvsminecraft #stickmen #stickmenfight #thedarklordalanbecker #doordashgirl #funny,un,100,False,,False,False,26200,574,2162,158400,498,32,40100,15,2025-10-25 19:31:05
175,TikTok,DoordashGirl,7562674919830539533,2027-02-20 00:10:08.593000+00:00,#doordash #doordashgirl ,un,120,False,,False,False,53500,1301,3084,713300,212300,44,26700000,173,2025-10-18 16:21:09
176,TikTok,DoordashGirl,7582086377064418591,2027-04-14 13:44:20.645000+00:00,DoorDash girl update #fypシ #irlmonsterhighdoll #viraltiktok #foryou #viralvideo  ,en,114,False,,False,False,11800,1393,380,197600,341300,436,26200000,1818,2025-12-09 22:47:31
177,TikTok,DoordashGirl,7565975103318609183,2027-03-01 02:43:53.651000+00:00,Door Dash girl original video #doordash #doorbellcamera #doordashgirl #foodelivery,en,120,False,,False,False,5002,534,447,426200,11300,0,72300,37,2025-10-27 13:47:33
178,TikTok,DoordashGirl,7563822948277030174,2027-02-23 04:11:59.904000+00:00,What i wouldve done if i was the door dasher girl 🥹❤️‍🩹 #vexbolts #yesquad #doordashgirl ,en,120,False,,False,False,24500,371,2064,453900,4900000,626,193000000,1746,2025-10-21 18:36:05
179,TikTok,DoordashGirl,7566646166595685643,2027-03-02 23:10:27.604000+00:00,"""Do you see my"" #antonchigurh #memes #doordash #doordashgirl Anton Chigurh Memes",en,104,False,,False,False,20300,102,2958,275500,2181,44,301100,261,2025-10-29 09:11:37
180,TikTok,DoordashGirl,7564158706372463873,2027-02-24 02:26:10.872000+00:00,,un,105,False,,False,False,271300,9901,1862,3200000,292700,376,26100000,722,2025-10-22 16:19:00
181,TikTok,DoordashGirl,7562994833795583254,2027-02-20 21:21:22.026000+00:00,just saying … #foryoupage #viral #doordash #doordashgirl #blowthisup ,en,120,False,,False,False,6038,443,56,76700,645,17,349500,14,2025-10-19 13:02:35
182,TikTok,DoordashGirl,7562981014490926350,2027-02-20 20:26:27.247000+00:00,Here's what I would do if I was that Doordash Customer.  Woman says Doordash fired her after she filmed a video of her customer laying in his couch in his own home.  #doordash #lawsuit #trending  Doordash sa original video Doordash woman fired Doordash customer responds,en,114,False,,False,False,25200,2166,794,350400,48600,1361,2700000,1075,2025-10-19 12:08:57
183,TikTok,DoordashGirl,6925150083004550406,2022-04-27 18:34:02.855000+00:00,This is another draft #doordash #doordashlife #doordashdriver #doordashdelivery #fyp #foryou,en,120,False,,False,False,4684,34,5,47900,8132,5,77300,9,2021-02-03 15:19:11
184,TikTok,DoordashGirl,7582531399442550036,2027-04-15 19:12:42.248000+00:00,"I know she has caught on the 4th but when ChatGPT told me it was last year, I was shocked😅 why wait a whole year to only post it or maybe she reposted it? #doordashgirlupdate #doordashgirl #doordashgirlvideo",en,105,False,,False,False,18,4,1,311,3300,1308,20300,239,2025-12-11 03:34:26
185,TikTok,DoordashGirl,7563091523441577229,2027-02-21 03:45:34.634000+00:00,"Full video of DoorDash, SA girl #DoorDash #Food #Delivery #News #foryoupage ",en,114,False,,False,False,119200,14900,6108,7200000,590200,315,79000000,4252,2025-10-19 19:17:47
186,TikTok,DoordashGirl,7564204806101896462,2027-02-24 05:29:21.904000+00:00,The DoorDash girl is genuinely brain dead 💔 #doordashgirl #invincibleseason3 #funny #fyp #trending ,en,100,False,,False,False,18300,263,4026,124100,877,144,96200,104,2025-10-22 19:17:53
187,TikTok,DoordashGirl,7573392307945229599,2027-03-21 13:57:13.039000+00:00,"Replying to @Shlum i will apologize when im wrong, which is not right now. #doordashgirl ",en,105,False,,False,False,1648,983,47,103600,347700,810,3100000,1716,2025-11-16 12:30:05
188,TikTok,DoordashGirl,7573147360155471135,2027-03-20 21:43:52.935000+00:00,DoorDash girl has been arrested and charged for recording the man in his home when she was supposed to be dropping off food #foryou #doordash #Olivia ,en,114,False,,False,False,123700,2780,9288,1900000,1500000,640,121500000,1960,2025-11-15 20:39:34
189,TikTok,DoordashGirl,7573403949215091999,2027-03-21 14:43:28.534000+00:00,Now she got a record smh she should’ve deliver that food and mind her business. #doordash #doordashgirl ,en,114,False,,False,False,8534,120,144,58500,803100,1548,61700000,2086,2025-11-16 13:15:16
190,TikTok,DoordashGirl,7564883121158589709,2027-02-26 02:24:44.816000+00:00,KC SPEAKS THIS IS A LESSON DOOR DASH GIRL DIDNT ASK YOU TO HELP HER!! #doordashgirl #kcspeaks #doordash #fyp #defamation ,en,114,False,,False,False,3744,490,89,107300,12600,148,492000,519,2025-10-24 15:10:06
