source,tag,video_id,post_date_utc,description,text_language,category_type,is_aigc,aigc_description,collected,is_reviewing,likes,comments,shares,views,author_follower_count,author_following_count,author_total_likes,author_video_count
TikTok,OliviaHenderson,7.57392E+18,2015-01-21T09:50:40.794000+00:00,WE NOW HAVE THE MALE VICTIMS SIDE OF THE STORY! #fyp #news #oliviahenderson #doordash #update,en,114,FALSE,,FALSE,FALSE,68,4,4,6785,14600,15,599000,79
TikTok,OliviaHenderson,7.57858E+18,2015-01-21T10:08:45.153000+00:00,Will es el protegido de Livi 💚#historias #oliviahenderson #willbyers #strenger_things #paratiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii ,es,101,FALSE,,FALSE,FALSE,5546,35,94,53400,1264,24,74700,33
TikTok,OliviaHenderson,7.57391E+18,2015-01-21T09:50:38.117000+00:00,WE NOW HAVE THE MALE VICTIMS SIDE OF THE STORY! #fyp #news #oliviahenderson #doordash #update ,en,114,FALSE,,FALSE,FALSE,196,9,3,19100,14600,3,110700,230
TikTok,OliviaHenderson,7.57317E+18,2015-01-21T09:47:46.413000+00:00,DoorDash girl Olivia Henderson has been arrested and is facing two felony charges#doordash #doordashgirl #breakingnews #viral #fyp,en,114,FALSE,,FALSE,FALSE,83,10,1,3699,9808,0,176700,48
TikTok,OliviaHenderson,7.57315E+18,2015-01-21T09:47:41.482000+00:00,Olivia Henderson AKA DoorDash Girl has been ARRESTED! 11/15 #fyp #news #breakingnews #truecrime #doordash,en,114,FALSE,,FALSE,FALSE,323,30,102,121200,12400,0,16900,48
TikTok,OliviaHenderson,7.57312E+18,2015-01-21T09:47:34.944000+00:00,Replying to @riverbrian #themanicuredmom #doordashgirl #oliviahendersen #falseallegationsruinlives #toxicwomenbelike ,un,114,FALSE,,FALSE,FALSE,29700,1918,1953,1200000,260000,3374,4800000,2230
TikTok,OliviaHenderson,7.58217E+18,2015-01-21T10:22:41.792000+00:00,"The truth about the DoorDash camera footage. People are still confused, so here’s what was actually confirmed in court. #DoorDashUpdate #OliviaHenderson #RingCamera #CaseUpdate #CourtNews #ViralStory #TrendingNow #ForYou #FYP #SafetyFirst",en,114,FALSE,,FALSE,FALSE,128,12,2,23500,10400,69,9172,81
TikTok,OliviaHenderson,7.58138E+18,2015-01-21T10:19:37.378000+00:00,I'm probably not gonna make anymore videos about this . argue with ya mama  ... #fyp #doordashgirl #oliviahenderson #sa #court,en,114,FALSE,,FALSE,FALSE,89,51,0,5953,1329,481,32100,289
TikTok,OliviaHenderson,7.57309E+18,2015-01-21T09:47:28.050000+00:00,Replying to @Albino-poet #doordashgirl #survivors #doordash #oliviahenderson ,un,114,FALSE,,FALSE,FALSE,31,3,1,1095,6561,3747,134200,2465
TikTok,OliviaHenderson,7.57821E+18,2015-01-21T10:07:19.904000+00:00,#VictimBlaming #DoorDashGirl #OliviaHenderson #MakeAmericaMoralAgain #RageBait ,un,114,FALSE,,FALSE,FALSE,75,11,0,1357,12700,3766,162900,693
TikTok,OliviaHenderson,7.57465E+18,2015-01-21T09:53:30.461000+00:00,WE NOW HAVE THE MALE VICTIMS SIDE OF THE STORY! #fyp #news #oliviahenderson #doordash #update,en,114,FALSE,,FALSE,FALSE,307,6,12,32100,9651,4,4486,46
TikTok,OliviaHenderson,7.57304E+18,2015-01-21T09:47:16.018000+00:00,#doordashgirl #survivors #doordash #oliviahenderson ,un,120,FALSE,,FALSE,FALSE,58,12,1,1884,6561,3747,134200,2465
TikTok,OliviaHenderson,7.57704E+18,2015-01-21T10:02:48.205000+00:00,"well, Olivia Henderson got taught a valuable lesson about accountability. hopefully she understands that you can't do what she did without repercussions. #doordashgirl #arrested #oliviahenderson #fyp  #reacting ",en,114,FALSE,,FALSE,FALSE,1348,24,10,129600,18200,36,385600,434
TikTok,OliviaHenderson,7.57316E+18,2015-01-21T09:47:44.004000+00:00,DoorDash girl ARRESTED for TWO felonies!!#doordashgirl #oliviahenderson,en,114,FALSE,,FALSE,FALSE,1183,50,183,244200,9644,0,8878,25
TikTok,OliviaHenderson,7.57331E+18,2015-01-21T09:48:18.672000+00:00,😳 DoorDash girl ARRESTED for TWO felonies!!#doordashgirl #oliviahenderson,en,114,FALSE,,FALSE,FALSE,154,10,16,3553,10300,0,32900,132
TikTok,OliviaHenderson,7.43913E+18,2015-01-21T01:07:36.550000+00:00,No choice,en,110,FALSE,,FALSE,FALSE,39,2,1,1094,82,167,935,18
TikTok,OliviaHenderson,7.46544E+18,2015-01-21T02:49:43.461000+00:00,,un,110,FALSE,,FALSE,FALSE,28,6,0,259,6515,5230,76500,1143
TikTok,OliviaHenderson,7.57305E+18,2015-01-21T09:47:19.065000+00:00,DoorDash lady arrested #doordash #oliviahenderson #doordashlady #makecontent #makecontent ,en,114,FALSE,,FALSE,FALSE,149,8,1,3664,35000,4514,952100,2242
TikTok,OliviaHenderson,7.59829E+18,2015-01-21T11:25:14.163000+00:00,well she’s clearly not an actress…but this proves she was very into crime…#kaylie #imrealllypretty #jodiarias #truecrime,en,101,FALSE,,FALSE,FALSE,86600,646,3972,1400000,5256,40,5900000,130
TikTok,OliviaHenderson,7.57659E+18,2015-01-21T10:01:03.044000+00:00,"Hey there @irlmonsterhighdoll, how’s it going? #DoorDash #DoorDashGirl #ImTheVictim #Felony #ByeFelicia #SYBAU #Prison #FalseReport #IToldYouSo #Olivia #OliviaHenderson #fyp",en,110,FALSE,,FALSE,FALSE,71,3,12,15400,2614,7628,118000,513
TikTok,OliviaHenderson,7.57322E+18,2015-01-21T09:47:56.717000+00:00,"""Door Dash Girl"", Olivia Henderson, has been arrested and charged with two felonies related to recording a customer in his home and posting the video online. Henderson had been deactivated by #DoorDash after publicly sharing the footage, as sharing videos taken inside a customer's home is a violation of company policy regarding privacy. Henderson initially posted the video on TikTok, claiming she had been sexually assaulted when she arrived at a customer's home to find the door open and the man lying on the couch, naked from the waist down. However, further details and potential security camera footage suggested she pushed the door open and entered the home without permission to film the customer, who was reportedly passed out.  #explore #fyp #DoorDashGirl ",en,114,FALSE,,FALSE,FALSE,62,3,3,27300,4649,40,281400,532
TikTok,OliviaHenderson,7.57362E+18,2015-01-21T09:49:31.347000+00:00,Doordash girl Arrested#OliviaAnderson #DoorDash #PrivacyViolation #FelonyCharges #CrimeNews #ViralVideo #InternetSafety #Accountability #BreakingNews ,en,114,FALSE,,FALSE,FALSE,41,6,0,3311,10800,0,69200,8
TikTok,OliviaHenderson,7.58566E+18,2015-01-21T10:36:15.121000+00:00,"My Friends, This Is Olivia Henderson’s Little Sister Defending Her Own Sister Even Though Her Own Sister Is Wrong For What She Did To A Innocent Man, My Friends. #oliviahenderson #thedoordashergirl #crazykarens #karensgoingwild #OswegoNewYork  ",en,114,FALSE,,FALSE,FALSE,0,0,0,137,0,0,4,8
TikTok,OliviaHenderson,7.57316E+18,2015-01-21T09:47:44.008000+00:00,Update: Olivia Henderson aka  DoorDash girl has been  arrested#foryou #breakingnews #news #doordash #doordashgirl ,en,114,FALSE,,FALSE,FALSE,376,28,32,68300,173600,0,4100000,437
TikTok,OliviaHenderson,7.57795E+18,2015-01-21T10:06:19.907000+00:00,@jules is shadowbanned #doordashgirl #doordashdriver #oliviahenderson #doordash,un,105,FALSE,,FALSE,FALSE,66,38,8,12200,4466,1080,7828,213
TikTok,OliviaHenderson,7.5735E+18,2015-01-21T09:49:02.438000+00:00,@aurajunkie #doordashgirl ##doordashdriver #OliviaHenderson ,un,120,FALSE,,FALSE,FALSE,10,5,9,2827,4466,1080,7828,213
TikTok,OliviaHenderson,7.5736E+18,2015-01-21T09:49:25.686000+00:00,Olivia Henderson AKA DoorDash Girl has been ARRESTED!#foryou #fyp #truecrime #doordash ,en,114,FALSE,,FALSE,FALSE,13,1,7,1149,46500,0,266200,351
TikTok,OliviaHenderson,7.5812E+18,2015-01-21T10:18:55.254000+00:00,DoorDash girl Olivia Henderson was seen in court and she plead not guilty #fypシ #viraltiktok #foryou #irlmonsterhighdoll #viralvideo ,en,114,FALSE,,FALSE,FALSE,53200,2796,1102,690700,341300,436,26200000,1818
TikTok,OliviaHenderson,7.58142E+18,2015-01-21T10:19:46.709000+00:00,Here’s what happened at DoorDash Girls Arraignment #viralvideo #foryoupage #attorneylife #doordash #doordashgirl,en,114,FALSE,,FALSE,FALSE,423,13,8,39600,10100,0,29600,79
TikTok,OliviaHenderson,7.5835E+18,2015-01-21T10:27:50.670000+00:00,Oh Olivia… #doordashgirl ,en,120,FALSE,,FALSE,FALSE,37,6,0,947,5878,5756,73600,356
TikTok,OliviaHenderson,7.57306E+18,2015-01-21T09:47:19.698000+00:00,"Y’all remember that #DoorDashgirl story from a month ago? Well girl girl has been arrested for recording the customer inside of his home and posting it online.  What originally happened is that the Dasher, Olivia Henderson, went to deliver food and saw  the customer passed out with no pants on and the door wide open. She assumed that he intentionally flashed her and recorded as proof and then posted it online exposing his first name and the house number. It is important to note that there is no conclusive proof that Olivia physically went inside of his house, she just recorded from the outside. She went viral for saying that she was SA’d even though people are debating whether being indecently exposed to counts as SA. #truecrime #doordash #lawandorder ",en,114,FALSE,,FALSE,FALSE,16100,666,440,201400,290800,685,50400000,1660
TikTok,OliviaHenderson,7.58173E+18,2015-01-21T10:20:59.803000+00:00,Olivia Henderson aka DoorDash girl has been arrested #viralvideo #trending #fyp #foryoupage,en,114,FALSE,,FALSE,FALSE,614,44,56,78200,12400,3,87100,75
TikTok,OliviaHenderson,7.57309E+18,2015-01-21T09:47:27.646000+00:00,"""Doordash Girl"" Olivia Henderson got arrested for posting the videos of Austin N. #doordash #sa #newyork #controversy #fyp ",en,114,FALSE,,FALSE,FALSE,2280,344,91,222900,25100,9997,598800,1814
TikTok,OliviaHenderson,7.57355E+18,2015-01-21T09:49:13.435000+00:00,Arrestan a @irlmonsterhighdoll por “S3S54L 4SS4LT” ,es,114,FALSE,,FALSE,FALSE,287,15,18,10900,132500,457,7500000,1309
TikTok,OliviaHenderson,7.58238E+18,2015-01-21T10:23:31.432000+00:00,DoorDash delivery girl regrets filming the man passed out sleeping in his couch after realizing just how bad her first court appearance would be😭🙏 #asmongold #doordash #oliviahenderson #fyp #viral,en,114,FALSE,,FALSE,FALSE,17500,85,337,513600,185900,5,29100000,387
TikTok,OliviaHenderson,7.58165E+18,2015-01-21T10:20:40.788000+00:00,#doordashgirl #oliviahernandez #court #doordashgirlsastory #viral,un,114,FALSE,,FALSE,FALSE,40,3,0,3655,33000,625,1100000,1234
TikTok,OliviaHenderson,7.58243E+18,2015-01-21T10:23:42.356000+00:00,"Livvie Rose Henderson, a #DoorDash driver, went #viral after filming a naked, unconscious man during an October 12, 2025 #delivery and posting it online while claiming he exposed himself. Police later said the man was incapacitated and not acting intentionally, and Henderson was arrested on November 10 for unlawful surveillance and sharing the footage. She was #fired from DoorDash, and the case sparked debate over privacy, safety, and social media posting during deliveries. 👀‼️  Via 🔌:  WSYR 9 #theauxtalk       ",en,114,FALSE,,FALSE,FALSE,13,4,2,1983,3962,1,690500,494
TikTok,OliviaHenderson,7.57409E+18,2015-01-21T09:51:20.251000+00:00,I’m the victim. #,en,120,FALSE,,FALSE,FALSE,262,52,10,65300,259,41,262,1
TikTok,OliviaHenderson,7.57297E+18,2015-01-21T09:47:00.389000+00:00,"#greenscreen what are your thoughts? All parties are considered innocent until proven guilty. I’m sharing an update on the situation with the information that is available to the public. Most of my information I got from @Stephanie, Esq. #doordash #doordashgirl ",en,114,FALSE,,FALSE,FALSE,3014,196,186,80200,325700,823,42400000,4287
TikTok,OliviaHenderson,7.57378E+18,2015-01-21T09:50:07.209000+00:00,@aurajunkie #doordashgirl #doordashdriver #OliviaHenderson #law ,un,114,FALSE,,FALSE,FALSE,30,17,6,4135,4466,1080,7828,213
TikTok,OliviaHenderson,7.57304E+18,2015-01-21T09:47:16.918000+00:00,Did the DoorDash girl Olivia Henderson    @irlmonsterhighdoll deserve to be arrested? Olivia is being charged with unlawful surveillance and dissemination after she posted a video of a DoorDash customer n*de on his couch. #doordashgirl #arrested #doordashdriver #irlmonsterhighdoll #newyork ,en,114,FALSE,,FALSE,FALSE,686,227,62,154200,106500,5153,11200000,1520
TikTok,OliviaHenderson,7.57326E+18,2015-01-21T09:48:06.524000+00:00,DoorDash GIRL ARRESTED AND CHARGED. #FYP #doordash #legaldrama #ovliviahenderson #lies   ,en,114,FALSE,,FALSE,FALSE,365,48,45,63200,10700,0,18400,32
TikTok,OliviaHenderson,7.59743E+18,2015-01-21T11:21:54.881000+00:00,WE NOW HAVE THE MALE VICTIMS SIDE OF THE STORY! #fypシ #update #tiktok #story #storytime #pov #viral #oliviahenderson #fyp #doordash #bnc_news #foryou #news,en,114,FALSE,,FALSE,FALSE,38,6,2,2525,11000,0,32100,182
TikTok,OliviaHenderson,7.57314E+18,2015-01-21T09:47:39.336000+00:00,,un,114,FALSE,,FALSE,FALSE,67,2,1,3483,15800,5,158300,56
TikTok,OliviaHenderson,7.58261E+18,2015-01-21T10:24:23.607000+00:00,Olivia Henderson made a HUGE mistake that was completely avoidable. The lesson here? STOP POSTING EVERYTHING ONLINE! ,en,114,FALSE,,FALSE,FALSE,3127,111,40,18300,248500,229,13800000,3448
TikTok,OliviaHenderson,7.57378E+18,2015-01-21T09:50:08.436000+00:00,A lot of people need to understand that not everything needs to be discourse #fyp #dating #men #women #fypシ m,en,114,FALSE,,FALSE,FALSE,63600,1759,1499,503800,86400,2,6000000,978
TikTok,OliviaHenderson,7.58097E+18,2015-01-21T10:18:02.713000+00:00,Door Dash Girl Olivia Henderson has been charged ,en,114,FALSE,,FALSE,FALSE,2038,29,8,13600,129800,496,3800000,865
TikTok,OliviaHenderson,7.57305E+18,2015-01-21T09:47:17.475000+00:00,Olivia “Livie Rose” Henderson has officially been charged for the Oct. 12 incident where she recorded and exposed a man who was found underdressed in his home as she was making a DoorDash delivery #fyp #doordash #fyppppppppppppppppppppppp ,en,114,FALSE,,FALSE,FALSE,1921,170,60,91200,1613,22,92800,170
TikTok,OliviaHenderson,7.57385E+18,2015-01-21T09:50:24.209000+00:00,Olivia Henderson AKA DoorDash Girl has been ARRESTED! #fyp #news #breakingnews #truecrime #doordash,en,114,FALSE,,FALSE,FALSE,116,9,2,1744,11800,0,12300,82
TikTok,OliviaHenderson,7.57529E+18,2015-01-21T09:55:59.225000+00:00,"And then they automatically believe Austin’s statement that he didn’t do it on purpose as if a guilty person would admit it, all while discounting the many service workers who have said that what he did is a common strategy for predatory exhibitionists #oliviahenderson #misogyny #criticalthinking #doordashdriver #factchecking ",en,114,FALSE,,FALSE,FALSE,245,30,2,17900,6569,569,5800000,359
TikTok,OliviaHenderson,7.57314E+18,2015-01-21T09:47:39.985000+00:00,Olivia Henderson AKA DoorDash Girl has been ARRESTED! 11/15 #fyp #news #breakingnews #truecrime #doordash,en,114,FALSE,,FALSE,FALSE,4841,251,295,260800,11900,1,284600,165
TikTok,OliviaHenderson,7.57331E+18,2015-01-21T09:48:19.331000+00:00,Olivia Henderson AKA DoorDash Girl has been ARRESTED! 11/15#fyp #news #breakingnews #truecrime #doordash ,en,114,FALSE,,FALSE,FALSE,13700,143,830,401900,16100,0,194200,88
TikTok,OliviaHenderson,7.57397E+18,2015-01-21T09:50:51.658000+00:00,WE NOW HAVE THE MALE VICTIMS SIDE OF THE STORY! #fyp #news #oliviahenderson #doordash #update,en,120,FALSE,,FALSE,FALSE,18,1,0,7681,13200,1,70600,55
TikTok,OliviaHenderson,7.57361E+18,2015-01-21T09:49:27.785000+00:00,Olivia Henderson aka DoorDash girl has been arrested #viralvideo #trending #fyp #foryoupage,en,114,FALSE,,FALSE,FALSE,7,0,0,2464,1,1,233,9
TikTok,OliviaHenderson,7.57337E+18,2015-01-21T09:48:33.750000+00:00,#greenscreen #felon #doordash #drama #pov,un,114,FALSE,,FALSE,FALSE,108,13,4,15100,48200,1804,3100000,948
TikTok,OliviaHenderson,7.57303E+18,2015-01-21T09:47:13.786000+00:00,Replying to @lolfairxd I do not feel bad AT all. #doordashgirl #doordash #feminist #feminism #womanism ,en,110,FALSE,,FALSE,FALSE,10,3,0,1926,3183,1865,469600,7151
TikTok,OliviaHenderson,7.57313E+18,2015-01-21T09:47:37.516000+00:00,Olivia Henderson aka doordash girl has been arrested #fyp#arrested #tiktokdrama #breakingnews #doordashgirl ,en,114,FALSE,,FALSE,FALSE,396,24,54,71100,23200,0,142900,182
TikTok,OliviaHenderson,7.57334E+18,2015-01-21T09:48:26.790000+00:00,DoorDash girl has been officially ARRESTED!!! I really hope everyone learn a lesson about this but I need my apologies NOW #doordash #doordashdriver #doordashgirl #sa #savictim ,en,114,FALSE,,FALSE,FALSE,922,169,25,16200,40900,81,6400000,249
TikTok,OliviaHenderson,7.57352E+18,2015-01-21T09:49:07.767000+00:00,"Y'all remember that #DoorDashgirl story from a month ago? Well girl girl has been arrested for recording the customer inside of his home and posting it online. What originally happened is that the Dasher, Olivia Henderson, went to deliver food and saw the customer passed out with no pants on and the door wide open. She assumed that he intentionally flashed her and recorded as proof and then posted it online exposing his first name and the house number. Itis important to note that there is no conclusive proof that Olivia physically went inside of his house,she just recorded from the outside. She went viral for saying that she was SA'd even though people are debating whether being indecently exposed to counts as SA. #truecrime #doordash #lawandorder",en,114,FALSE,,FALSE,FALSE,32,3,0,3051,9631,0,15200,9
TikTok,OliviaHenderson,7.57394E+18,2015-01-21T09:50:46.236000+00:00,WE NOW HAVE THE MALE VICTIMS SIDE OF THE STORY! #fyp #news#oliviahenderson #doordash #update,en,120,FALSE,,FALSE,FALSE,772,23,17,115900,10600,0,109900,210
TikTok,OliviaHenderson,7.60175E+18,2015-01-21T11:38:40.769000+00:00,,un,112,FALSE,,FALSE,FALSE,1362,52,56,9961,217900,67,7900000,1693
TikTok,DoordashGirl,7.56532E+18,2015-01-21T09:17:18.665000+00:00,#alanbecker #animation #animationvsanimator #animationvsminecraft #stickmen #stickmenfight #thedarklordalanbecker #doordashgirl #funny,un,100,FALSE,,FALSE,FALSE,26200,574,2162,158400,498,32,40100,15
TikTok,DoordashGirl,7.56267E+18,2015-01-21T09:07:02.469000+00:00,#doordash #doordashgirl ,un,120,FALSE,,FALSE,FALSE,53500,1301,3084,713300,212300,44,26700000,173
TikTok,DoordashGirl,7.58209E+18,2015-01-21T10:22:22.051000+00:00,DoorDash girl update #fypシ #irlmonsterhighdoll #viraltiktok #foryou #viralvideo  ,en,114,FALSE,,FALSE,FALSE,11800,1393,380,197600,341300,436,26200000,1818
TikTok,DoordashGirl,7.56598E+18,2015-01-21T09:19:50.853000+00:00,Door Dash girl original video #doordash #doorbellcamera #doordashgirl #foodelivery,en,120,FALSE,,FALSE,FALSE,5002,534,447,426200,11300,0,72300,37
TikTok,DoordashGirl,7.56382E+18,2015-01-21T09:11:29.765000+00:00,What i wouldve done if i was the door dasher girl 🥹❤️‍🩹 #vexbolts #yesquad #doordashgirl ,en,120,FALSE,,FALSE,FALSE,24500,371,2064,453900,4900000,626,193000000,1746
TikTok,DoordashGirl,7.56665E+18,2015-01-21T09:22:27.097000+00:00,"""Do you see my"" #antonchigurh #memes #doordash #doordashgirl Anton Chigurh Memes",en,104,FALSE,,FALSE,FALSE,20300,102,2958,275500,2181,44,301100,261
TikTok,DoordashGirl,7.56416E+18,2015-01-21T09:12:47.940000+00:00,,un,105,FALSE,,FALSE,FALSE,271300,9901,1862,3200000,292700,376,26100000,722
TikTok,DoordashGirl,7.56299E+18,2015-01-21T09:08:16.955000+00:00,just saying … #foryoupage #viral #doordash #doordashgirl #blowthisup ,en,120,FALSE,,FALSE,FALSE,6038,443,56,76700,645,17,349500,14
TikTok,DoordashGirl,7.56298E+18,2015-01-21T09:08:13.737000+00:00,Here's what I would do if I was that Doordash Customer.  Woman says Doordash fired her after she filmed a video of her customer laying in his couch in his own home.  #doordash #lawsuit #trending  Doordash sa original video Doordash woman fired Doordash customer responds,en,114,FALSE,,FALSE,FALSE,25200,2166,794,350400,48600,1361,2700000,1075
TikTok,DoordashGirl,6.92515E+18,2015-01-19T15:53:07.151000+00:00,This is another draft #doordash #doordashlife #doordashdriver #doordashdelivery #fyp #foryou,en,120,FALSE,,FALSE,FALSE,4684,34,5,47900,8132,5,77300,9
TikTok,DoordashGirl,7.58253E+18,2015-01-21T10:24:05.666000+00:00,"I know she has caught on the 4th but when ChatGPT told me it was last year, I was shocked😅 why wait a whole year to only post it or maybe she reposted it? #doordashgirlupdate #doordashgirl #doordashgirlvideo",en,105,FALSE,,FALSE,FALSE,18,4,1,311,3300,1308,20300,239
TikTok,DoordashGirl,7.56309E+18,2015-01-21T09:08:39.467000+00:00,"Full video of DoorDash, SA girl #DoorDash #Food #Delivery #News #foryoupage ",en,114,FALSE,,FALSE,FALSE,119200,14900,6108,7200000,590200,315,79000000,4252
TikTok,DoordashGirl,7.5642E+18,2015-01-21T09:12:58.673000+00:00,The DoorDash girl is genuinely brain dead 💔 #doordashgirl #invincibleseason3 #funny #fyp #trending ,en,100,FALSE,,FALSE,FALSE,18300,263,4026,124100,877,144,96200,104
TikTok,DoordashGirl,7.57339E+18,2015-01-21T09:48:37.805000+00:00,"Replying to @Shlum i will apologize when im wrong, which is not right now. #doordashgirl ",en,105,FALSE,,FALSE,FALSE,1648,983,47,103600,347700,810,3100000,1716
TikTok,DoordashGirl,7.57315E+18,2015-01-21T09:47:40.774000+00:00,DoorDash girl has been arrested and charged for recording the man in his home when she was supposed to be dropping off food #foryou #doordash #Olivia ,en,114,FALSE,,FALSE,FALSE,123700,2780,9288,1900000,1500000,640,121500000,1960
TikTok,DoordashGirl,7.5734E+18,2015-01-21T09:48:40.516000+00:00,Now she got a record smh she should’ve deliver that food and mind her business. #doordash #doordashgirl ,en,114,FALSE,,FALSE,FALSE,8534,120,144,58500,803100,1548,61700000,2086
TikTok,DoordashGirl,7.56488E+18,2015-01-21T09:15:36.606000+00:00,KC SPEAKS THIS IS A LESSON DOOR DASH GIRL DIDNT ASK YOU TO HELP HER!! #doordashgirl #kcspeaks #doordash #fyp #defamation ,en,114,FALSE,,FALSE,FALSE,3744,490,89,107300,12600,148,492000,519
TikTok,DoordashGirl,7.56365E+18,2015-01-21T09:10:48.401000+00:00,These customers are getting out of hand #doordash #doordashgirl #fyp #foryou #foryoupage,en,120,FALSE,,FALSE,FALSE,12300,295,173,620700,626,3054,19900,223
TikTok,DoordashGirl,7.56553E+18,2015-01-21T09:18:06.635000+00:00,"DoorDash girl update, KC Speaks LIED and has been severed a cease and desist letter from the other Austin #doordash #doordashgirl #SA #victim #austin ",en,114,FALSE,,FALSE,FALSE,22500,629,258,380600,40900,81,6400000,249
TikTok,DoordashGirl,7.56273E+18,2015-01-21T09:07:15.647000+00:00,Like be frl rn #doordash #saawarenes #girl #fypシ ,en,104,FALSE,,FALSE,FALSE,777000,2563,38200,7400000,2289,442,1300000,229
TikTok,DoordashGirl,7.56412E+18,2015-01-21T09:12:39.064000+00:00,On marche sur la tête! Vous avez vu passer l’histoire de la doordash girl? #chitchat #doordashgirl #livreur #storytime ,fr,114,FALSE,,FALSE,FALSE,21100,739,490,307900,16400,26,1900000,340
TikTok,DoordashGirl,7.56319E+18,2015-01-21T09:09:01.679000+00:00,doordash sa original post girl response react irlmonsterhighdoll ring footage movie#typ #fypシ゚viral #blowthisupforme #ftp #trending,en,114,FALSE,,FALSE,FALSE,999,134,80,172300,9332,0,16800,61
TikTok,DoordashGirl,6.92701E+18,2015-01-19T16:00:20.778000+00:00,we getting a lot of mean comments I don’t know if I’m going to post anymore,en,115,FALSE,,FALSE,FALSE,588,19,0,7098,8132,5,77300,9
TikTok,DoordashGirl,7.57497E+18,2015-01-21T09:54:44.419000+00:00,Latest update on DoorDash girl a.k.a. Irlmonsterhighdoll aka Olivia. #doordashgirl #doordash #update #olivia #arrest ,en,114,FALSE,,FALSE,FALSE,200700,3284,4312,2100000,52800,437,3400000,378
TikTok,DoordashGirl,7.56423E+18,2015-01-21T09:13:04.721000+00:00,Door Dash girl original video #doordash #doorbellcamera #doordashgirl #foodelivery,en,120,FALSE,,FALSE,FALSE,58,6,4,17500,6,0,68,13
TikTok,DoordashGirl,7.57363E+18,2015-01-21T09:49:33.683000+00:00,Doordash girl has been arrested and charged for Unlawful surveillance and Dissemination of an unlawful surveillance image #truecrimetok#tiktoktea#doordash#doordashdriver#fired,en,114,FALSE,,FALSE,FALSE,301,24,34,27800,10100,0,21400,72
TikTok,DoordashGirl,7.56583E+18,2015-01-21T09:19:17.576000+00:00,The DoorDash Girl is back#DoorDashGirl #DoorDash #Sora #Ai #Trending,en,120,FALSE,,FALSE,FALSE,22700,371,1360,960500,14000,9,372300,210
TikTok,DoordashGirl,7.57602E+18,2015-01-21T09:58:50.464000+00:00,A ENTREGADORA QUE ENTREGOU ATÉ DEMAIS FOI PRESA?! #meme #noticias #memes #doordash #doordashgirl,pt,104,FALSE,,FALSE,FALSE,21000,138,240,234400,500900,72,20300000,523
TikTok,DoordashGirl,7.56297E+18,2015-01-21T09:08:11.963000+00:00,yall are weird #doordashgirl ,en,105,FALSE,,FALSE,FALSE,1758,566,15,37500,347700,810,3100000,1716
TikTok,DoordashGirl,7.57352E+18,2015-01-21T09:49:08.103000+00:00,DoorDash girl has been arrested and charged for recording the man in his home when she was supposed to be dropping off food #foryou #doordash #olivia ,en,114,FALSE,,FALSE,FALSE,85,4,17,8050,12200,2,58400,41
TikTok,DoordashGirl,7.56313E+18,2015-01-21T09:08:47.363000+00:00,Found it funny that some male creator came on here talking about how he respects that women are “holding her accountable” as if women have never infamously been victim blamers,en,114,FALSE,,FALSE,FALSE,137100,4126,2629,1200000,51800,77,11600000,346
TikTok,DoordashGirl,7.58234E+18,2015-01-21T10:23:21.522000+00:00,DoorDash girl has been sentenced #doordashgirl #viral #fypシ #outdoorboys #greenscreen ,en,114,FALSE,,FALSE,FALSE,1750,38,126,45300,6000000,179,17500000,113
TikTok,DoordashGirl,7.57558E+18,2015-01-21T09:57:07.731000+00:00,DoorDash Driver Claims SA Viral Drama #news #women #relationships #fyp #viral #friendship #reaction ,en,120,FALSE,,FALSE,FALSE,67500,2167,1527,2400000,52400,10,816700,310
TikTok,DoordashGirl,7.5638E+18,2015-01-21T09:11:23.387000+00:00,Thought of this in my head 💔 #fyp #doordash #marioodyssey #doordashgirl ,en,103,FALSE,,FALSE,FALSE,20500,470,4313,104300,3593,2552,454800,722
TikTok,DoordashGirl,7.57682E+18,2015-01-21T10:01:54.893000+00:00,Anyone elses fyp caught up in that?,en,110,FALSE,,FALSE,FALSE,126,0,2,1696,314500,174,7300000,2666
TikTok,DoordashGirl,7.57343E+18,2015-01-21T09:48:45.634000+00:00,#doordash #harassment #injustice ,un,110,FALSE,,FALSE,FALSE,3466,382,41,22000,11800,75,2700000,1181
TikTok,DoordashGirl,7.56271E+18,2015-01-21T09:07:11.318000+00:00,I cannot get behind “trust all women.” And being a woman who has been through abuse- I will still say that with my whole chest. #SA #doorDashGirl #doordash #accountability ,en,114,FALSE,,FALSE,FALSE,22100,2270,257,418600,54100,2141,565400,53
TikTok,DoordashGirl,7.56437E+18,2015-01-21T09:13:38.052000+00:00,DoorDash girl #sml #doordash #doordashgirl #funny #fyp ,en,104,FALSE,,FALSE,FALSE,284300,4800,12300,6700000,12200,2820,2100000,158
TikTok,DoordashGirl,7.56338E+18,2015-01-21T09:09:46.265000+00:00,#doordashgirl ,un,114,FALSE,,FALSE,FALSE,23300,830,660,1100000,132900,117,1900000,426
TikTok,DoordashGirl,7.56372E+18,2015-01-21T09:11:05.221000+00:00,I am the victim #Doordash #Doordashgirl #Victim,en,104,FALSE,,FALSE,FALSE,53500,286,1537,809300,185,115,63500,21
